"Day","Number of animals","Number of grass fields","Most popular genom","Average energy level","Average child count","Average dead animal age","Number of animals ever lived"
"398","2","482","[W, N, SE, W, W]","770.5","0.5","50.73","13"
"399","2","481","[W, N, SE, W, W]","779.5","0.5","50.73","13"
"400","2","482","[W, N, SE, W, W]","783.5","0.5","50.73","13"
"401","2","481","[W, N, SE, W, W]","787.5","0.5","50.73","13"
"402","2","480","[W, N, SE, W, W]","791.5","0.5","50.73","13"
"403","2","481","[W, N, SE, W, W]","795.5","0.5","50.73","13"
"404","2","480","[W, N, SE, W, W]","799.5","0.5","50.73","13"
"405","2","482","[W, N, SE, W, W]","798.5","0.5","50.73","13"
"406","2","484","[W, N, SE, W, W]","797.5","0.5","50.73","13"
"407","2","483","[W, N, SE, W, W]","806.5","0.5","50.73","13"
"408","2","484","[W, N, SE, W, W]","810.5","0.5","50.73","13"
"409","2","485","[W, N, SE, W, W]","814.5","0.5","50.73","13"
"410","2","485","[W, N, SE, W, W]","818.5","0.5","50.73","13"
"411","2","486","[W, N, SE, W, W]","817.5","0.5","50.73","13"
"412","2","487","[W, N, SE, W, W]","821.5","0.5","50.73","13"
"413","2","487","[W, N, SE, W, W]","820.5","0.5","50.73","13"
"414","2","488","[W, N, SE, W, W]","819.5","0.5","50.73","13"
"415","2","489","[W, N, SE, W, W]","818.5","0.5","50.73","13"
"416","2","489","[W, N, SE, W, W]","817.5","0.5","50.73","13"
"417","2","490","[W, N, SE, W, W]","821.5","0.5","50.73","13"
"418","2","491","[W, N, SE, W, W]","830.5","0.5","50.73","13"
"419","2","492","[W, N, SE, W, W]","829.5","0.5","50.73","13"
"420","2","492","[W, N, SE, W, W]","828.5","0.5","50.73","13"
"421","2","493","[W, N, SE, W, W]","827.5","0.5","50.73","13"
"422","2","496","[W, N, SE, W, W]","831.5","0.5","50.73","13"
"423","2","497","[W, N, SE, W, W]","830.5","0.5","50.73","13"
"424","2","497","[W, N, SE, W, W]","834.5","0.5","50.73","13"
"425","2","498","[W, N, SE, W, W]","833.5","0.5","50.73","13"
"426","2","499","[W, N, SE, W, W]","832.5","0.5","50.73","13"
"427","2","499","[W, N, SE, W, W]","836.5","0.5","50.73","13"
"428","2","499","[W, N, SE, W, W]","840.5","0.5","50.73","13"
"429","2","499","[W, N, SE, W, W]","844.5","0.5","50.73","13"
"430","2","500","[W, N, SE, W, W]","848.5","0.5","50.73","13"
"431","2","503","[W, N, SE, W, W]","847.5","0.5","50.73","13"
"432","2","503","[W, N, SE, W, W]","856.5","0.5","50.73","13"
"433","2","502","[W, N, SE, W, W]","860.5","0.5","50.73","13"
"434","2","503","[W, N, SE, W, W]","859.5","0.5","50.73","13"
"435","2","505","[W, N, SE, W, W]","863.5","0.5","50.73","13"
"436","2","506","[W, N, SE, W, W]","862.5","0.5","50.73","13"
"437","2","507","[W, N, SE, W, W]","861.5","0.5","50.73","13"
"438","2","509","[W, N, SE, W, W]","860.5","0.5","50.73","13"
"439","2","510","[W, N, SE, W, W]","859.5","0.5","50.73","13"
"440","2","510","[W, N, SE, W, W]","863.5","0.5","50.73","13"
"441","2","511","[W, N, SE, W, W]","862.5","0.5","50.73","13"
"442","2","509","[W, N, SE, W, W]","871.5","0.5","50.73","13"
"443","2","511","[W, N, SE, W, W]","870.5","0.5","50.73","13"
"444","2","512","[W, N, SE, W, W]","869.5","0.5","50.73","13"
"445","2","512","[W, N, SE, W, W]","873.5","0.5","50.73","13"
"446","2","514","[W, N, SE, W, W]","872.5","0.5","50.73","13"
"447","2","515","[W, N, SE, W, W]","871.5","0.5","50.73","13"
"448","2","514","[W, N, SE, W, W]","875.5","0.5","50.73","13"
"449","2","513","[W, N, SE, W, W]","879.5","0.5","50.73","13"
"450","2","514","[W, N, SE, W, W]","883.5","0.5","50.73","13"
"451","2","516","[W, N, SE, W, W]","882.5","0.5","50.73","13"
"452","2","517","[W, N, SE, W, W]","881.5","0.5","50.73","13"
"453","2","519","[W, N, SE, W, W]","880.5","0.5","50.73","13"
"454","2","520","[W, N, SE, W, W]","879.5","0.5","50.73","13"
"455","2","521","[W, N, SE, W, W]","878.5","0.5","50.73","13"
"456","2","522","[W, N, SE, W, W]","877.5","0.5","50.73","13"
"457","2","521","[W, N, SE, W, W]","881.5","0.5","50.73","13"
"458","2","521","[W, N, SE, W, W]","880.5","0.5","50.73","13"
"459","2","522","[W, N, SE, W, W]","879.5","0.5","50.73","13"
"460","2","525","[W, N, SE, W, W]","878.5","0.5","50.73","13"
"461","2","528","[W, N, SE, W, W]","877.5","0.5","50.73","13"
"462","2","528","[W, N, SE, W, W]","876.5","0.5","50.73","13"
"463","2","528","[W, N, SE, W, W]","880.5","0.5","50.73","13"
"464","2","528","[W, N, SE, W, W]","884.5","0.5","50.73","13"
"465","2","528","[W, N, SE, W, W]","883.5","0.5","50.73","13"
"466","2","529","[W, N, SE, W, W]","882.5","0.5","50.73","13"
"467","2","529","[W, N, SE, W, W]","886.5","0.5","50.73","13"
"468","2","529","[W, N, SE, W, W]","890.5","0.5","50.73","13"
"469","2","530","[W, N, SE, W, W]","894.5","0.5","50.73","13"
"470","2","530","[W, N, SE, W, W]","903.5","0.5","50.73","13"
"471","2","530","[W, N, SE, W, W]","907.5","0.5","50.73","13"
"472","2","531","[W, N, SE, W, W]","906.5","0.5","50.73","13"
"473","2","529","[W, N, SE, W, W]","915.5","0.5","50.73","13"
"474","2","529","[W, N, SE, W, W]","919.5","0.5","50.73","13"
"475","2","529","[W, N, SE, W, W]","928.5","0.5","50.73","13"
"476","2","530","[W, N, SE, W, W]","932.5","0.5","50.73","13"
"477","2","532","[W, N, SE, W, W]","936.5","0.5","50.73","13"
"478","2","533","[W, N, SE, W, W]","935.5","0.5","50.73","13"
"479","2","537","[W, N, SE, W, W]","939.5","0.5","50.73","13"
"480","2","538","[W, N, SE, W, W]","938.5","0.5","50.73","13"
"481","2","539","[W, N, SE, W, W]","937.5","0.5","50.73","13"
"482","2","541","[W, N, SE, W, W]","941.5","0.5","50.73","13"
"483","2","544","[W, N, SE, W, W]","940.5","0.5","50.73","13"
"484","2","543","[W, N, SE, W, W]","944.5","0.5","50.73","13"
"485","2","543","[W, N, SE, W, W]","953.5","0.5","50.73","13"
"486","2","545","[W, N, SE, W, W]","952.5","0.5","50.73","13"
"487","2","545","[W, N, SE, W, W]","956.5","0.5","50.73","13"
"488","2","546","[W, N, SE, W, W]","955.5","0.5","50.73","13"
"489","2","548","[W, N, SE, W, W]","959.5","0.5","50.73","13"
"490","2","550","[W, N, SE, W, W]","963.5","0.5","50.73","13"
"491","2","551","[W, N, SE, W, W]","967.5","0.5","50.73","13"
"492","2","553","[W, N, SE, W, W]","966.5","0.5","50.73","13"
"493","2","553","[W, N, SE, W, W]","970.5","0.5","50.73","13"
"494","2","555","[W, N, SE, W, W]","969.5","0.5","50.73","13"
"495","2","557","[W, N, SE, W, W]","968.5","0.5","50.73","13"
"496","2","557","[W, N, SE, W, W]","967.5","0.5","50.73","13"
"497","2","560","[W, N, SE, W, W]","971.5","0.5","50.73","13"
"498","2","560","[W, N, SE, W, W]","975.5","0.5","50.73","13"
"499","2","559","[W, N, SE, W, W]","984.5","0.5","50.73","13"
"500","2","558","[W, N, SE, W, W]","988.5","0.5","50.73","13"
"501","2","560","[W, N, SE, W, W]","987.5","0.5","50.73","13"
"502","2","560","[W, N, SE, W, W]","991.5","0.5","50.73","13"
"503","2","559","[W, N, SE, W, W]","995.5","0.5","50.73","13"
"504","2","559","[W, N, SE, W, W]","999.5","0.5","50.73","13"
"505","2","558","[W, N, SE, W, W]","1003.5","0.5","50.73","13"
"506","2","559","[W, N, SE, W, W]","1002.5","0.5","50.73","13"
"507","2","561","[W, N, SE, W, W]","1001.5","0.5","50.73","13"
"508","2","562","[W, N, SE, W, W]","1000.5","0.5","50.73","13"
"509","2","563","[W, N, SE, W, W]","999.5","0.5","50.73","13"
"510","2","564","[W, N, SE, W, W]","998.5","0.5","50.73","13"
"511","2","565","[W, N, SE, W, W]","997.5","0.5","50.73","13"
"512","2","566","[W, N, SE, W, W]","996.5","0.5","50.73","13"
"513","2","568","[W, N, SE, W, W]","995.5","0.5","50.73","13"
"514","2","567","[W, N, SE, W, W]","1004.5","0.5","50.73","13"
"515","2","567","[W, N, SE, W, W]","1008.5","0.5","50.73","13"
"516","2","569","[W, N, SE, W, W]","1007.5","0.5","50.73","13"
"517","2","569","[W, N, SE, W, W]","1006.5","0.5","50.73","13"
"518","2","568","[W, N, SE, W, W]","1010.5","0.5","50.73","13"
"519","2","569","[W, N, SE, W, W]","1009.5","0.5","50.73","13"
"520","2","569","[W, N, SE, W, W]","1008.5","0.5","50.73","13"
"521","2","572","[W, N, SE, W, W]","1012.5","0.5","50.73","13"
"522","2","572","[W, N, SE, W, W]","1011.5","0.5","50.73","13"
"523","2","574","[W, N, SE, W, W]","1010.5","0.5","50.73","13"
"524","2","574","[W, N, SE, W, W]","1014.5","0.5","50.73","13"
"525","2","575","[W, N, SE, W, W]","1013.5","0.5","50.73","13"
"526","2","577","[W, N, SE, W, W]","1012.5","0.5","50.73","13"
"527","2","578","[W, N, SE, W, W]","1016.5","0.5","50.73","13"
"528","2","578","[W, N, SE, W, W]","1015.5","0.5","50.73","13"
"529","2","579","[W, N, SE, W, W]","1019.5","0.5","50.73","13"
"530","2","579","[W, N, SE, W, W]","1023.5","0.5","50.73","13"
"531","2","582","[W, N, SE, W, W]","1022.5","0.5","50.73","13"
"532","2","581","[W, N, SE, W, W]","1026.5","0.5","50.73","13"
"533","2","581","[W, N, SE, W, W]","1030.5","0.5","50.73","13"
"534","2","581","[W, N, SE, W, W]","1034.5","0.5","50.73","13"
"535","2","579","[W, N, SE, W, W]","1043.5","0.5","50.73","13"
"536","2","580","[W, N, SE, W, W]","1042.5","0.5","50.73","13"
"537","2","579","[W, N, SE, W, W]","1046.5","0.5","50.73","13"
"538","2","579","[W, N, SE, W, W]","1050.5","0.5","50.73","13"
"539","2","577","[W, N, SE, W, W]","1059.5","0.5","50.73","13"
"540","2","578","[W, N, SE, W, W]","1063.5","0.5","50.73","13"
"541","2","579","[W, N, SE, W, W]","1067.5","0.5","50.73","13"
"542","2","578","[W, N, SE, W, W]","1071.5","0.5","50.73","13"
"543","2","578","[W, N, SE, W, W]","1075.5","0.5","50.73","13"
"544","2","580","[W, N, SE, W, W]","1079.5","0.5","50.73","13"
"545","2","579","[W, N, SE, W, W]","1088.5","0.5","50.73","13"
"546","2","579","[W, N, SE, W, W]","1092.5","0.5","50.73","13"
"547","2","581","[W, N, SE, W, W]","1096.5","0.5","50.73","13"
"548","2","585","[W, N, SE, W, W]","1095.5","0.5","50.73","13"
"549","2","585","[W, N, SE, W, W]","1099.5","0.5","50.73","13"
"550","2","586","[W, N, SE, W, W]","1103.5","0.5","50.73","13"
"551","2","585","[W, N, SE, W, W]","1107.5","0.5","50.73","13"
"552","2","586","[W, N, SE, W, W]","1111.5","0.5","50.73","13"
"553","2","586","[W, N, SE, W, W]","1115.5","0.5","50.73","13"
"554","2","588","[W, N, SE, W, W]","1119.5","0.5","50.73","13"
"555","2","587","[W, N, SE, W, W]","1123.5","0.5","50.73","13"
"556","2","590","[W, N, SE, W, W]","1122.5","0.5","50.73","13"
"557","2","589","[W, N, SE, W, W]","1126.5","0.5","50.73","13"
"558","2","590","[W, N, SE, W, W]","1130.5","0.5","50.73","13"
"559","2","592","[W, N, SE, W, W]","1139.5","0.5","50.73","13"
"560","2","595","[W, N, SE, W, W]","1138.5","0.5","50.73","13"
"561","2","594","[W, N, SE, W, W]","1147.5","0.5","50.73","13"
"562","2","593","[W, N, SE, W, W]","1156.5","0.5","50.73","13"
"563","2","594","[W, N, SE, W, W]","1155.5","0.5","50.73","13"
"564","2","596","[W, N, SE, W, W]","1159.5","0.5","50.73","13"
"565","2","595","[W, N, SE, W, W]","1163.5","0.5","50.73","13"
"566","2","596","[W, N, SE, W, W]","1167.5","0.5","50.73","13"
"567","2","599","[W, N, SE, W, W]","1166.5","0.5","50.73","13"
"568","2","601","[W, N, SE, W, W]","1165.5","0.5","50.73","13"
"569","2","602","[W, N, SE, W, W]","1169.5","0.5","50.73","13"
"570","2","602","[W, N, SE, W, W]","1173.5","0.5","50.73","13"
"571","2","602","[W, N, SE, W, W]","1172.5","0.5","50.73","13"
"572","2","602","[W, N, SE, W, W]","1176.5","0.5","50.73","13"
"573","2","601","[W, N, SE, W, W]","1180.5","0.5","50.73","13"
"574","2","602","[W, N, SE, W, W]","1184.5","0.5","50.73","13"
"575","2","605","[W, N, SE, W, W]","1183.5","0.5","50.73","13"
"576","2","607","[W, N, SE, W, W]","1187.5","0.5","50.73","13"
"577","2","609","[W, N, SE, W, W]","1186.5","0.5","50.73","13"
"578","2","612","[W, N, SE, W, W]","1185.5","0.5","50.73","13"
"579","2","612","[W, N, SE, W, W]","1194.5","0.5","50.73","13"
"580","2","612","[W, N, SE, W, W]","1193.5","0.5","50.73","13"
"581","2","615","[W, N, SE, W, W]","1192.5","0.5","50.73","13"
"582","2","615","[W, N, SE, W, W]","1191.5","0.5","50.73","13"
"583","2","616","[W, N, SE, W, W]","1190.5","0.5","50.73","13"
"584","2","620","[W, N, SE, W, W]","1189.5","0.5","50.73","13"
"585","2","621","[W, N, SE, W, W]","1188.5","0.5","50.73","13"
"586","2","623","[W, N, SE, W, W]","1187.5","0.5","50.73","13"
"587","2","626","[W, N, SE, W, W]","1191.5","0.5","50.73","13"
"588","2","627","[W, N, SE, W, W]","1190.5","0.5","50.73","13"
"589","2","630","[W, N, SE, W, W]","1189.5","0.5","50.73","13"
"590","2","632","[W, N, SE, W, W]","1188.5","0.5","50.73","13"
"591","2","634","[W, N, SE, W, W]","1187.5","0.5","50.73","13"
"592","2","635","[W, N, SE, W, W]","1186.5","0.5","50.73","13"
"593","2","637","[W, N, SE, W, W]","1185.5","0.5","50.73","13"
"594","2","638","[W, N, SE, W, W]","1184.5","0.5","50.73","13"
"595","2","636","[W, N, SE, W, W]","1193.5","0.5","50.73","13"
"596","2","638","[W, N, SE, W, W]","1192.5","0.5","50.73","13"
"597","2","639","[W, N, SE, W, W]","1196.5","0.5","50.73","13"
"598","2","639","[W, N, SE, W, W]","1195.5","0.5","50.73","13"
"599","2","639","[W, N, SE, W, W]","1199.5","0.5","50.73","13"
"600","2","640","[W, N, SE, W, W]","1198.5","0.5","50.73","13"
"601","2","640","[W, N, SE, W, W]","1197.5","0.5","50.73","13"
"602","2","642","[W, N, SE, W, W]","1196.5","0.5","50.73","13"
"603","2","643","[W, N, SE, W, W]","1195.5","0.5","50.73","13"
"604","2","645","[W, N, SE, W, W]","1199.5","0.5","50.73","13"
"605","2","646","[W, N, SE, W, W]","1203.5","0.5","50.73","13"
"606","2","646","[W, N, SE, W, W]","1202.5","0.5","50.73","13"
"607","2","646","[W, N, SE, W, W]","1211.5","0.5","50.73","13"
"608","2","646","[W, N, SE, W, W]","1210.5","0.5","50.73","13"
"609","2","646","[W, N, SE, W, W]","1214.5","0.5","50.73","13"
"610","2","646","[W, N, SE, W, W]","1218.5","0.5","50.73","13"
"611","2","648","[W, N, SE, W, W]","1217.5","0.5","50.73","13"
"612","2","648","[W, N, SE, W, W]","1216.5","0.5","50.73","13"
"613","2","648","[W, N, SE, W, W]","1220.5","0.5","50.73","13"
"614","2","647","[W, N, SE, W, W]","1224.5","0.5","50.73","13"
"615","2","647","[W, N, SE, W, W]","1228.5","0.5","50.73","13"
"616","2","649","[W, N, SE, W, W]","1232.5","0.5","50.73","13"
"617","2","649","[W, N, SE, W, W]","1236.5","0.5","50.73","13"
"618","2","649","[W, N, SE, W, W]","1235.5","0.5","50.73","13"
"619","2","649","[W, N, SE, W, W]","1239.5","0.5","50.73","13"
"620","2","649","[W, N, SE, W, W]","1243.5","0.5","50.73","13"
"621","2","649","[W, N, SE, W, W]","1247.5","0.5","50.73","13"
"622","2","649","[W, N, SE, W, W]","1251.5","0.5","50.73","13"
"623","2","652","[W, N, SE, W, W]","1255.5","0.5","50.73","13"
"624","2","650","[W, N, SE, W, W]","1264.5","0.5","50.73","13"
"625","2","649","[W, N, SE, W, W]","1268.5","0.5","50.73","13"
"626","2","649","[W, N, SE, W, W]","1272.5","0.5","50.73","13"
"627","2","650","[W, N, SE, W, W]","1271.5","0.5","50.73","13"
"628","2","651","[W, N, SE, W, W]","1275.5","0.5","50.73","13"
"629","2","651","[W, N, SE, W, W]","1274.5","0.5","50.73","13"
"630","2","655","[W, N, SE, W, W]","1273.5","0.5","50.73","13"
"631","2","655","[W, N, SE, W, W]","1272.5","0.5","50.73","13"
"632","2","656","[W, N, SE, W, W]","1271.5","0.5","50.73","13"
"633","2","658","[W, N, SE, W, W]","1270.5","0.5","50.73","13"
"634","2","658","[W, N, SE, W, W]","1274.5","0.5","50.73","13"
"635","2","658","[W, N, SE, W, W]","1278.5","0.5","50.73","13"
"636","2","658","[W, N, SE, W, W]","1282.5","0.5","50.73","13"
"637","2","659","[W, N, SE, W, W]","1281.5","0.5","50.73","13"
"638","2","659","[W, N, SE, W, W]","1280.5","0.5","50.73","13"
"639","2","659","[W, N, SE, W, W]","1284.5","0.5","50.73","13"
"640","2","662","[W, N, SE, W, W]","1283.5","0.5","50.73","13"
"641","2","665","[W, N, SE, W, W]","1282.5","0.5","50.73","13"
"642","2","668","[W, N, SE, W, W]","1286.5","0.5","50.73","13"
"643","2","670","[W, N, SE, W, W]","1290.5","0.5","50.73","13"
"644","2","671","[W, N, SE, W, W]","1294.5","0.5","50.73","13"
"645","2","673","[W, N, SE, W, W]","1298.5","0.5","50.73","13"
"646","2","672","[W, N, SE, W, W]","1302.5","0.5","50.73","13"
"647","2","672","[W, N, SE, W, W]","1306.5","0.5","50.73","13"
"648","2","672","[W, N, SE, W, W]","1305.5","0.5","50.73","13"
"649","2","673","[W, N, SE, W, W]","1309.5","0.5","50.73","13"
"650","2","674","[W, N, SE, W, W]","1308.5","0.5","50.73","13"
"651","2","676","[W, N, SE, W, W]","1312.5","0.5","50.73","13"
"652","2","677","[W, N, SE, W, W]","1311.5","0.5","50.73","13"
"653","2","677","[W, N, SE, W, W]","1315.5","0.5","50.73","13"
"654","2","680","[W, N, SE, W, W]","1314.5","0.5","50.73","13"
"655","2","681","[W, N, SE, W, W]","1313.5","0.5","50.73","13"
"656","2","682","[W, N, SE, W, W]","1317.5","0.5","50.73","13"
"657","2","683","[W, N, SE, W, W]","1316.5","0.5","50.73","13"
"658","2","685","[W, N, SE, W, W]","1315.5","0.5","50.73","13"
"659","2","685","[W, N, SE, W, W]","1319.5","0.5","50.73","13"
"660","2","686","[W, N, SE, W, W]","1323.5","0.5","50.73","13"
"661","2","687","[W, N, SE, W, W]","1322.5","0.5","50.73","13"
"662","2","691","[W, N, SE, W, W]","1321.5","0.5","50.73","13"
"663","2","694","[W, N, SE, W, W]","1320.5","0.5","50.73","13"
"664","2","694","[W, N, SE, W, W]","1329.5","0.5","50.73","13"
"665","2","694","[W, N, SE, W, W]","1328.5","0.5","50.73","13"
"666","2","696","[W, N, SE, W, W]","1327.5","0.5","50.73","13"
"667","2","696","[W, N, SE, W, W]","1326.5","0.5","50.73","13"
"668","2","698","[W, N, SE, W, W]","1325.5","0.5","50.73","13"
"669","2","699","[W, N, SE, W, W]","1329.5","0.5","50.73","13"
"670","2","700","[W, N, SE, W, W]","1328.5","0.5","50.73","13"
"671","2","701","[W, N, SE, W, W]","1332.5","0.5","50.73","13"
"672","2","702","[W, N, SE, W, W]","1336.5","0.5","50.73","13"
"673","2","704","[W, N, SE, W, W]","1335.5","0.5","50.73","13"
"674","2","704","[W, N, SE, W, W]","1339.5","0.5","50.73","13"
"675","2","707","[W, N, SE, W, W]","1338.5","0.5","50.73","13"
"676","2","707","[W, N, SE, W, W]","1337.5","0.5","50.73","13"
"677","2","709","[W, N, SE, W, W]","1336.5","0.5","50.73","13"
"678","2","711","[W, N, SE, W, W]","1335.5","0.5","50.73","13"
"679","2","712","[W, N, SE, W, W]","1339.5","0.5","50.73","13"
"680","2","712","[W, N, SE, W, W]","1338.5","0.5","50.73","13"
"681","2","715","[W, N, SE, W, W]","1337.5","0.5","50.73","13"
"682","2","715","[W, N, SE, W, W]","1341.5","0.5","50.73","13"
"683","2","717","[W, N, SE, W, W]","1340.5","0.5","50.73","13"
"684","2","718","[W, N, SE, W, W]","1344.5","0.5","50.73","13"
"685","2","717","[W, N, SE, W, W]","1348.5","0.5","50.73","13"
"686","2","719","[W, N, SE, W, W]","1347.5","0.5","50.73","13"
"687","2","721","[W, N, SE, W, W]","1346.5","0.5","50.73","13"
"688","2","721","[W, N, SE, W, W]","1350.5","0.5","50.73","13"
"689","2","721","[W, N, SE, W, W]","1354.5","0.5","50.73","13"
"690","2","720","[W, N, SE, W, W]","1363.5","0.5","50.73","13"
"691","2","722","[W, N, SE, W, W]","1362.5","0.5","50.73","13"
"692","2","721","[W, N, SE, W, W]","1371.5","0.5","50.73","13"
"693","2","722","[W, N, SE, W, W]","1375.5","0.5","50.73","13"
"694","2","722","[W, N, SE, W, W]","1379.5","0.5","50.73","13"
"695","2","723","[W, N, SE, W, W]","1383.5","0.5","50.73","13"
"696","2","723","[W, N, SE, W, W]","1387.5","0.5","50.73","13"
"697","2","723","[W, N, SE, W, W]","1391.5","0.5","50.73","13"
"698","2","724","[W, N, SE, W, W]","1390.5","0.5","50.73","13"
"699","2","723","[W, N, SE, W, W]","1399.5","0.5","50.73","13"
"700","2","724","[W, N, SE, W, W]","1403.5","0.5","50.73","13"
"701","2","723","[W, N, SE, W, W]","1407.5","0.5","50.73","13"
"702","2","724","[W, N, SE, W, W]","1411.5","0.5","50.73","13"
"703","2","727","[W, N, SE, W, W]","1410.5","0.5","50.73","13"
"704","2","727","[W, N, SE, W, W]","1414.5","0.5","50.73","13"
"705","2","728","[W, N, SE, W, W]","1418.5","0.5","50.73","13"
"706","2","729","[W, N, SE, W, W]","1422.5","0.5","50.73","13"
"707","2","730","[W, N, SE, W, W]","1421.5","0.5","50.73","13"
"708","2","730","[W, N, SE, W, W]","1425.5","0.5","50.73","13"
"709","2","731","[W, N, SE, W, W]","1429.5","0.5","50.73","13"
"710","2","731","[W, N, SE, W, W]","1433.5","0.5","50.73","13"
"711","2","731","[W, N, SE, W, W]","1437.5","0.5","50.73","13"
"712","2","732","[W, N, SE, W, W]","1436.5","0.5","50.73","13"
"713","2","731","[W, N, SE, W, W]","1440.5","0.5","50.73","13"
"714","2","732","[W, N, SE, W, W]","1444.5","0.5","50.73","13"
"715","2","732","[W, N, SE, W, W]","1448.5","0.5","50.73","13"
"716","2","732","[W, N, SE, W, W]","1452.5","0.5","50.73","13"
"717","2","732","[W, N, SE, W, W]","1451.5","0.5","50.73","13"
"718","2","731","[W, N, SE, W, W]","1455.5","0.5","50.73","13"
"719","2","733","[W, N, SE, W, W]","1459.5","0.5","50.73","13"
"720","2","733","[W, N, SE, W, W]","1458.5","0.5","50.73","13"
"721","2","733","[W, N, SE, W, W]","1462.5","0.5","50.73","13"
"722","2","735","[W, N, SE, W, W]","1461.5","0.5","50.73","13"
"723","2","735","[W, N, SE, W, W]","1465.5","0.5","50.73","13"
"724","2","733","[W, N, SE, W, W]","1474.5","0.5","50.73","13"
"725","2","731","[W, N, SE, W, W]","1483.5","0.5","50.73","13"
"726","2","733","[W, N, SE, W, W]","1482.5","0.5","50.73","13"
"727","2","731","[W, N, SE, W, W]","1491.5","0.5","50.73","13"
"728","2","731","[W, N, SE, W, W]","1490.5","0.5","50.73","13"
"729","2","732","[W, N, SE, W, W]","1494.5","0.5","50.73","13"
"730","2","732","[W, N, SE, W, W]","1498.5","0.5","50.73","13"
"731","2","732","[W, N, SE, W, W]","1502.5","0.5","50.73","13"
"732","2","731","[W, N, SE, W, W]","1506.5","0.5","50.73","13"
"733","2","731","[W, N, SE, W, W]","1510.5","0.5","50.73","13"
"734","2","732","[W, N, SE, W, W]","1514.5","0.5","50.73","13"
"735","2","733","[W, N, SE, W, W]","1513.5","0.5","50.73","13"
"736","2","735","[W, N, SE, W, W]","1512.5","0.5","50.73","13"
"737","2","737","[W, N, SE, W, W]","1511.5","0.5","50.73","13"
"738","2","737","[W, N, SE, W, W]","1515.5","0.5","50.73","13"
"739","2","738","[W, N, SE, W, W]","1514.5","0.5","50.73","13"
"740","2","737","[W, N, SE, W, W]","1518.5","0.5","50.73","13"
"741","2","738","[W, N, SE, W, W]","1517.5","0.5","50.73","13"
"742","2","738","[W, N, SE, W, W]","1516.5","0.5","50.73","13"
"743","2","742","[W, N, SE, W, W]","1515.5","0.5","50.73","13"
"744","2","743","[W, N, SE, W, W]","1519.5","0.5","50.73","13"
"745","2","743","[W, N, SE, W, W]","1518.5","0.5","50.73","13"
"746","2","745","[W, N, SE, W, W]","1522.5","0.5","50.73","13"
"747","2","746","[W, N, SE, W, W]","1521.5","0.5","50.73","13"
"748","2","746","[W, N, SE, W, W]","1525.5","0.5","50.73","13"
"749","2","745","[W, N, SE, W, W]","1529.5","0.5","50.73","13"
"750","2","747","[W, N, SE, W, W]","1528.5","0.5","50.73","13"
"751","2","747","[W, N, SE, W, W]","1532.5","0.5","50.73","13"
"752","2","748","[W, N, SE, W, W]","1531.5","0.5","50.73","13"
"753","2","749","[W, N, SE, W, W]","1530.5","0.5","50.73","13"
"754","2","751","[W, N, SE, W, W]","1529.5","0.5","50.73","13"
"755","2","752","[W, N, SE, W, W]","1533.5","0.5","50.73","13"
"756","2","754","[W, N, SE, W, W]","1537.5","0.5","50.73","13"
"757","2","755","[W, N, SE, W, W]","1541.5","0.5","50.73","13"
"758","2","754","[W, N, SE, W, W]","1545.5","0.5","50.73","13"
"759","2","754","[W, N, SE, W, W]","1544.5","0.5","50.73","13"
"760","2","755","[W, N, SE, W, W]","1543.5","0.5","50.73","13"
"761","2","755","[W, N, SE, W, W]","1547.5","0.5","50.73","13"
"762","2","755","[W, N, SE, W, W]","1546.5","0.5","50.73","13"
"763","2","756","[W, N, SE, W, W]","1550.5","0.5","50.73","13"
"764","2","756","[W, N, SE, W, W]","1559.5","0.5","50.73","13"
"765","2","758","[W, N, SE, W, W]","1563.5","0.5","50.73","13"
"766","2","759","[W, N, SE, W, W]","1562.5","0.5","50.73","13"
"767","2","760","[W, N, SE, W, W]","1561.5","0.5","50.73","13"
"768","2","759","[W, N, SE, W, W]","1570.5","0.5","50.73","13"
"769","2","757","[W, N, SE, W, W]","1579.5","0.5","50.73","13"
"770","2","757","[W, N, SE, W, W]","1583.5","0.5","50.73","13"
"771","2","758","[W, N, SE, W, W]","1582.5","0.5","50.73","13"
"772","2","759","[W, N, SE, W, W]","1586.5","0.5","50.73","13"
"773","2","759","[W, N, SE, W, W]","1590.5","0.5","50.73","13"
"774","2","759","[W, N, SE, W, W]","1594.5","0.5","50.73","13"
"775","2","759","[W, N, SE, W, W]","1598.5","0.5","50.73","13"
"776","2","758","[W, N, SE, W, W]","1607.5","0.5","50.73","13"
"777","2","756","[W, N, SE, W, W]","1616.5","0.5","50.73","13"
"778","2","757","[W, N, SE, W, W]","1620.5","0.5","50.73","13"
"779","2","756","[W, N, SE, W, W]","1629.5","0.5","50.73","13"
"780","2","758","[W, N, SE, W, W]","1628.5","0.5","50.73","13"
"781","2","759","[W, N, SE, W, W]","1627.5","0.5","50.73","13"
"782","2","760","[W, N, SE, W, W]","1626.5","0.5","50.73","13"
"783","2","760","[W, N, SE, W, W]","1630.5","0.5","50.73","13"
"784","2","758","[W, N, SE, W, W]","1639.5","0.5","50.73","13"
"785","2","758","[W, N, SE, W, W]","1643.5","0.5","50.73","13"
"786","2","757","[W, N, SE, W, W]","1647.5","0.5","50.73","13"
"787","2","757","[W, N, SE, W, W]","1646.5","0.5","50.73","13"
